root_mean_square_1,zero_crossing_rate_1,spectrum_energy_1,dominant_frequency_1,root_mean_square_2,zero_crossing_rate_2,spectrum_energy_2,dominant_frequency_2,root_mean_square_3,zero_crossing_rate_3,spectrum_energy_3,dominant_frequency_3,root_mean_square_4,zero_crossing_rate_4,spectrum_energy_4,dominant_frequency_4,root_mean_square_5,zero_crossing_rate_5,spectrum_energy_5,dominant_frequency_5,root_mean_square_6,zero_crossing_rate_6,spectrum_energy_6,dominant_frequency_6,root_mean_square_7,zero_crossing_rate_7,spectrum_energy_7,dominant_frequency_7,root_mean_square_8,zero_crossing_rate_8,spectrum_energy_8,dominant_frequency_8,root_mean_square_9,zero_crossing_rate_9,spectrum_energy_9,dominant_frequency_9,root_mean_square_10,zero_crossing_rate_10,spectrum_energy_10,dominant_frequency_10,time_to_eruption
303.0978507757535,0.03879935334411093,330736930010297.0,151.0,678.3408661048093,0.12276462058965684,1656582008279984.0,57284.0,290.8918740963609,0.0823319611339811,304635250949563.0,149.0,384.14292256084076,0.11926467892201796,531254533874662.94,56590.0,,,,,696.9983144689044,0.06764887251879136,1748962238624829.0,151.0,521.153007995129,0.09511508141530975,977794240199064.9,154.0,620.9464561524688,0.0949817503041616,1388114474395658.8,151.0,372.38652518308317,0.21597973367110548,499234847642119.94,47975.0,596.8665046079634,0.06556557390710155,1282541397873709.0,141.0,12262005.0
438.359226703936,0.044682588623522944,691794781140857.0,505.0,661.1624135473184,0.09359844002599957,1573741110241361.0,57089.0,362.20789082247194,0.09379843669272178,472316145704564.94,412.0,369.4835525862274,0.05986566890551824,491481526582256.0,557.0,274.6667297892589,0.10686488558524025,271599577924189.0,1758.0,360.2407603625334,0.07978200363327279,467199832474099.0,19.0,475.80827541992585,0.032532791120147994,815043821297290.8,412.0,364.9888012933851,0.17188046865885567,479596556402721.0,17.0,404.91376266732817,0.06514891418476358,590258233493267.0,437.0,932.9040636725728,0.05223246279228679,3133220409329830.5,4.0,32739612.0
241.58638496469538,0.051665805569907165,210117336777248.0,59832.0,831.480151524553,0.12391460142330961,2488976236365902.0,2029.0,217.99119645214535,0.05724904584923585,171078284697224.0,261.0,293.5707124140285,0.20382993616773054,310271889611975.0,173.0,,,,,469.00141905735785,0.04353260778987017,791890787579827.0,59832.0,356.3408610022801,0.018549690838486024,457138950775531.94,59830.0,350.3433490291534,0.07363210613156447,441880392930473.0,59828.0,261.3646303707393,0.11389810169830503,245929489476511.97,256.0,500.54165672548976,0.05811569807169881,901981085707548.9,164.0,14965999.0
221.97654134371544,0.05056582390293495,177390818544368.0,837.0,425.18621515916294,0.1035649405843236,650841637399837.0,59227.0,194.10434081977985,0.11001483308611523,135639903667384.0,92.0,239.59462415421862,0.08353194113431443,206666990852441.0,59441.0,167.91542764187173,0.11809803169947168,101507510523646.0,2323.0,311.50189695966515,0.20644655922401292,349331998622942.0,113.0,292.5613147380995,0.09789836836052733,308141913512964.94,93.0,321.89063788335636,0.2132797786703555,373021331658579.0,93.0,232.94914651396695,0.09869835502741621,195361609392557.0,59403.0,523.5125791799633,0.06266562223962933,986668402139298.8,2.0,26469720.0
261.69376509491997,0.04866585556907385,246549274186085.0,85.0,,,,,227.93061292988887,0.06111564807253213,187034745853811.0,59838.0,262.58779860737445,0.07211546474225429,248236741470071.0,145.0,190.74385554898706,0.09898168363860603,130983952369489.0,2724.0,445.92103716967296,0.06031566140564324,715867918673129.0,163.0,312.609969530909,0.03164947250879152,351821702077308.0,180.0,412.60657364321014,0.20002999950000833,612899494081321.0,84.0,325.09078962597766,0.0654322427959534,380475159586974.0,2091.0,562.7560578915655,0.06429892835119415,1140137774139536.0,148.0,31072429.0
385.4769698374929,0.03656605723237946,534950810638249.0,62.0,534.6674463739398,0.1060982316961384,1029163706162562.0,57879.0,328.42786785775894,0.052099131681138645,388326455679727.9,60.0,361.82848973751857,0.055115748070865486,471327192062278.94,59939.0,238.99634692975798,0.11518141364310595,205636168212350.0,59201.0,605.6643040737827,0.03354944084265262,1320629317101782.8,68.0,467.7930001027708,0.015349744170930485,787815307256287.0,59939.0,676.1692009180805,0.060148997516708054,1645992102804501.0,62.0,334.8142784539648,0.049565840569323845,403575615988164.0,59943.0,818.6057446010961,0.04844919251345811,2412495728852021.0,59939.0,22264866.0
365.01519022982455,0.15329744504258264,479665909218582.0,59579.0,596.4200083438634,0.10224829586173564,1280623261245298.0,1688.0,,,,,340.4860328819528,0.08153197446709222,417364570720246.0,3438.0,31.414850815908764,0.007499875002083298,3552932694558.0,1155.0,539.2027510190901,0.09403176613723105,1046697473187142.0,233.0,395.11287291982893,0.06829886168563858,562029790307054.94,254.0,462.91385477867357,0.1575307078215363,771466967928505.9,59767.0,379.37192836625746,0.0639822669622173,518140287027525.0,2733.0,743.6604504872545,0.048049199180013664,1990977480484968.0,2.0,34952168.0
731.1332578853097,0.04013266445559241,1924465174065003.0,59163.0,1034.3011870102969,0.07566540557657372,3851332578166505.5,789.0,757.4766491904325,0.04264928917851369,2065643999726215.0,776.0,730.6751893028774,0.051032482791953465,1922054503027821.8,983.0,316.23741919362584,0.0854985750237496,360033979906324.0,753.0,547.8217981131808,0.15456409059849002,1080427414303458.0,59922.0,521.7733477857594,0.10199830002833286,980123405217834.9,59893.0,608.4976152877427,0.1254312428126198,1333014084811138.0,1397.0,894.6383117987874,0.04263262278962017,2881455798302913.5,765.0,1173.4874109841448,0.04408259862335628,4957626983559297.0,59248.0,9504818.0
132.65590528448612,0.08758187363543941,63353432872950.0,112.0,392.8582741137161,0.11636472725454576,555633965411750.0,58180.0,126.32436061952541,0.055315744737587706,57450153666603.0,1003.0,130.7834781029224,0.06624889585173581,61577597856193.01,135.0,91.36036980759478,0.09251512474792087,30049183431376.996,56896.0,383.73766686811416,0.1745304244929251,530134219803072.9,128.0,146.03667994081212,0.0442825952900785,76778722024039.98,132.0,157.0432987746962,0.15151414143097616,88788311220524.0,102.0,150.6666556540671,0.05681571973800437,81724312129168.0,1092.0,287.3267835096326,0.0513324777920368,297213956763388.0,801.0,11719563.0
334.03832478219164,0.048099198346694225,401707158627727.0,160.0,1108.806571063291,0.10186496891718472,4426174778790174.0,2468.0,312.59735907103413,0.05291578473692105,351793318184251.0,59905.0,400.1680873604211,0.07124881251979134,576503409610022.9,59836.0,221.64035829663237,0.10096498391693472,176853909316030.0,1.0,395.76564192201494,0.03378277028716188,563888391783229.9,166.0,297.6931151317075,0.03629939501008317,319046921500068.9,152.0,487.4002574542651,0.18723021282978616,855240946798217.0,1414.0,405.81812343812936,0.0644322594623423,592897820285646.9,1838.0,613.9772986286052,0.06413226446225896,1357130480184362.0,59838.0,11629084.0
